INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	STRING
2238	51402	呆若木鸡	2	2	1	1300	-1	10000	法力需求	4	45	-1	目标含沙状态	2	20	-1	-1	-1	-1	-1	-1			生效一次的效果(自己)|	-1	生效一次的效果(目标)	1509	|引导周期的效果(自己)|	1512	引导周期的附加效果(目标)	-1																	"消耗气: 160点#r对方必须是中含沙射影状态#r 有效距离:15米#r引导#r单体吸怒 使敌人每3秒掉怒30点,自己按照敌人掉怒的33%的比率加怒,最高持续15秒#r#cFF6600需要装备武器"	"消耗气: 160点#r对方必须是中含沙射影状态#r 有效距离:15米#r引导#r单体吸怒 使敌人每3秒掉怒30点,自己按照敌人掉怒的33%的比率加怒,最高持续15秒#r#cFF6600需要装备武器"
2239	51403	呆若木鸡	3	3	1	1300	-1	10000	法力需求	4	48	-1	目标含沙状态	2	20	-1	-1	-1	-1	-1	-1			生效一次的效果(自己)|	-1	生效一次的效果(目标)	1509	|引导周期的效果(自己)|	1513	引导周期的附加效果(目标)	-1																	"消耗气: 170点#r对方必须是中含沙射影状态#r 有效距离:15米#r引导#r单体吸怒 使敌人每3秒掉怒30点,自己按照敌人掉怒的36%的比率加怒,最高持续15秒#r#cFF6600需要装备武器"	"消耗气: 170点#r对方必须是中含沙射影状态#r 有效距离:15米#r引导#r单体吸怒 使敌人每3秒掉怒30点,自己按照敌人掉怒的36%的比率加怒,最高持续15秒#r#cFF6600需要装备武器"
2240	51404	呆若木鸡	4	4	1	1300	-1	10000	法力需求	4	51	-1	目标含沙状态	2	20	-1	-1	-1	-1	-1	-1			生效一次的效果(自己)|	-1	生效一次的效果(目标)	1509	|引导周期的效果(自己)|	1514	引导周期的附加效果(目标)	-1																	"消耗气: 180点#r对方必须是中含沙射影状态#r 有效距离:15米#r引导#r单体吸怒 使敌人每3秒掉怒30点,自己按照敌人掉怒的39%的比率加怒,最高持续15秒#r#cFF6600需要装备武器"	"消耗气: 180点#r对方必须是中含沙射影状态#r 有效距离:15米#r引导#r单体吸怒 使敌人每3秒掉怒30点,自己按照敌人掉怒的39%的比率加怒,最高持续15秒#r#cFF6600需要装备武器"
2241	51405	呆若木鸡	5	5	1	1300	-1	10000	法力需求	4	54	-1	目标含沙状态	2	20	-1	-1	-1	-1	-1	-1			生效一次的效果(自己)|	-1	生效一次的效果(目标)	1509	|引导周期的效果(自己)|	1515	引导周期的附加效果(目标)	-1																	"消耗气: 190点#r对方必须是中含沙射影状态#r 有效距离:15米#r引导#r单体吸怒 使敌人每3秒掉怒30点,自己按照敌人掉怒的42%的比率加怒,最高持续15秒#r#cFF6600需要装备武器"	"消耗气: 190点#r对方必须是中含沙射影状态#r 有效距离:15米#r引导#r单体吸怒 使敌人每3秒掉怒30点,自己按照敌人掉怒的42%的比率加怒,最高持续15秒#r#cFF6600需要装备武器"
2242	51406	呆若木鸡	6	6	1	1300	-1	10000	法力需求	4	57	-1	目标含沙状态	2	20	-1	-1	-1	-1	-1	-1			生效一次的效果(自己)|	-1	生效一次的效果(目标)	1509	|引导周期的效果(自己)|	1516	引导周期的附加效果(目标)	-1																	"消耗气: 200点#r对方必须是中含沙射影状态#r 有效距离:15米#r引导#r单体吸怒 使敌人每3秒掉怒30点,自己按照敌人掉怒的45%的比率加怒,最高持续15秒#r#cFF6600需要装备武器"	"消耗气: 200点#r对方必须是中含沙射影状态#r 有效距离:15米#r引导#r单体吸怒 使敌人每3秒掉怒30点,自己按照敌人掉怒的45%的比率加怒,最高持续15秒#r#cFF6600需要装备武器"
2243	51407	呆若木鸡	7	7	1	1300	-1	10000	法力需求	4	60	-1	目标含沙状态	2	20	-1	-1	-1	-1	-1	-1			生效一次的效果(自己)|	-1	生效一次的效果(目标)	1509	|引导周期的效果(自己)|	1517	引导周期的附加效果(目标)	-1																	"消耗气: 210点#r对方必须是中含沙射影状态#r 有效距离:15米#r引导#r单体吸怒 使敌人每3秒掉怒30点,自己按照敌人掉怒的48%的比率加怒,最高持续15秒#r#cFF6600需要装备武器"	"消耗气: 210点#r对方必须是中含沙射影状态#r 有效距离:15米#r引导#r单体吸怒 使敌人每3秒掉怒30点,自己按照敌人掉怒的48%的比率加怒,最高持续15秒#r#cFF6600需要装备武器"
2244	51408	呆若木鸡	8	8	1	1300	-1	10000	法力需求	4	63	-1	目标含沙状态	2	20	-1	-1	-1	-1	-1	-1			生效一次的效果(自己)|	-1	生效一次的效果(目标)	1509	|引导周期的效果(自己)|	1518	引导周期的附加效果(目标)	-1																	"消耗气: 220点#r对方必须是中含沙射影状态#r 有效距离:15米#r引导#r单体吸怒 使敌人每3秒掉怒30点,自己按照敌人掉怒的51%的比率加怒,最高持续15秒#r#cFF6600需要装备武器"	"消耗气: 220点#r对方必须是中含沙射影状态#r 有效距离:15米#r引导#r单体吸怒 使敌人每3秒掉怒30点,自己按照敌人掉怒的51%的比率加怒,最高持续15秒#r#cFF6600需要装备武器"
2245	51409	呆若木鸡	9	9	1	1300	-1	10000	法力需求	4	66	-1	目标含沙状态	2	20	-1	-1	-1	-1	-1	-1			生效一次的效果(自己)|	-1	生效一次的效果(目标)	1509	|引导周期的效果(自己)|	1519	引导周期的附加效果(目标)	-1																	"消耗气: 230点#r对方必须是中含沙射影状态#r 有效距离:15米#r引导#r单体吸怒 使敌人每3秒掉怒30点,自己按照敌人掉怒的54%的比率加怒,最高持续15秒#r#cFF6600需要装备武器"	"消耗气: 230点#r对方必须是中含沙射影状态#r 有效距离:15米#r引导#r单体吸怒 使敌人每3秒掉怒30点,自己按照敌人掉怒的54%的比率加怒,最高持续15秒#r#cFF6600需要装备武器"
2246	51410	呆若木鸡	10	10	1	1300	-1	10000	法力需求	4	69	-1	目标含沙状态	2	20	-1	-1	-1	-1	-1	-1			生效一次的效果(自己)|	-1	生效一次的效果(目标)	1509	|引导周期的效果(自己)|	1520	引导周期的附加效果(目标)	-1																	"消耗气: 240点#r对方必须是中含沙射影状态#r 有效距离:15米#r引导#r单体吸怒 使敌人每3秒掉怒30点,自己按照敌人掉怒的57%的比率加怒,最高持续15秒#r#cFF6600需要装备武器"	"消耗气: 240点#r对方必须是中含沙射影状态#r 有效距离:15米#r引导#r单体吸怒 使敌人每3秒掉怒30点,自己按照敌人掉怒的57%的比率加怒,最高持续15秒#r#cFF6600需要装备武器"
2247	51411	呆若木鸡	11	11	1	1300	-1	10000	法力需求	4	72	-1	目标含沙状态	2	20	-1	-1	-1	-1	-1	-1			生效一次的效果(自己)|	-1	生效一次的效果(目标)	1509	|引导周期的效果(自己)|	1521	引导周期的附加效果(目标)	-1																	"消耗气: 250点#r对方必须是中含沙射影状态#r 有效距离:15米#r引导#r单体吸怒 使敌人每3秒掉怒30点,自己按照敌人掉怒的60%的比率加怒,最高持续15秒#r#cFF6600需要装备武器"	"消耗气: 250点#r对方必须是中含沙射影状态#r 有效距离:15米#r引导#r单体吸怒 使敌人每3秒掉怒30点,自己按照敌人掉怒的60%的比率加怒,最高持续15秒#r#cFF6600需要装备武器"
2248	51412	呆若木鸡	12	12	1	1300	-1	10000	法力需求	4	75	-1	目标含沙状态	2	20	-1	-1	-1	-1	-1	-1			生效一次的效果(自己)|	-1	生效一次的效果(目标)	1509	|引导周期的效果(自己)|	1522	引导周期的附加效果(目标)	-1																	"消耗气: 260点#r对方必须是中含沙射影状态#r 有效距离:15米#r引导#r单体吸怒 使敌人每3秒掉怒30点,自己按照敌人掉怒的63%的比率加怒,最高持续15秒#r#cFF6600需要装备武器"	"消耗气: 260点#r对方必须是中含沙射影状态#r 有效距离:15米#r引导#r单体吸怒 使敌人每3秒掉怒30点,自己按照敌人掉怒的63%的比率加怒,最高持续15秒#r#cFF6600需要装备武器"
2249	51501	水淹七军	1	1	0	1300	-1	-1	怒气需求(%)	6	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1523	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗一半怒气#r 有效距离:10米#r瞬间释放 #r单体攻击 麻痹敌人,使其无法行动,持续5000秒#r#cFF6600需要装备武器和半怒"	"消耗一半怒气#r 有效距离:10米#r瞬间释放 #r单体攻击 麻痹敌人,使其无法行动,持续5000秒#r#cFF6600需要装备武器和半怒"
2261	51601	行尸走肉	1	1	0	1300	-1	-1	怒气需求(%)	6	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1524	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗一半怒气#r瞬间释放 #r状态 给自己绑上复活标记,标记存在时间内死后可以复活,复活恢复血气20%,持续60000秒#r#cFF6600需要半怒"	"消耗一半怒气#r瞬间释放 #r状态 给自己绑上复活标记,标记存在时间内死后可以复活,复活恢复血气20%,持续60000秒#r#cFF6600需要半怒"
2273	51701	恶贯满盈	1	1	0	1300	-1	-1	怒气需求(%)	6	100	0	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1525	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗所有怒气#r瞬间释放 #r状态 给自己绑上爆炸标记,标记存在时间内死后将会爆炸,对自身周围半径4米范围内最多6个敌人造成内功攻击加350点的伤害#r标记持续600秒#r#cFF6600需要满怒"	"消耗所有怒气#r瞬间释放 #r状态 给自己绑上爆炸标记,标记存在时间内死后将会爆炸,对自身周围半径4米范围内最多6个敌人造成内功攻击加350点的伤害#r标记持续600秒#r#cFF6600需要满怒"
2274	51702	恶贯满盈	2	2	0	1300	-1	-1	怒气需求(%)	6	100	0	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1526	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗所有怒气#r瞬间释放 #r状态 给自己绑上爆炸标记,标记存在时间内死后将会爆炸,对自身周围半径4米范围内最多6个敌人造成内功攻击加375点的伤害#r标记持续600秒#r#cFF6600需要满怒"	"消耗所有怒气#r瞬间释放 #r状态 给自己绑上爆炸标记,标记存在时间内死后将会爆炸,对自身周围半径4米范围内最多6个敌人造成内功攻击加375点的伤害#r标记持续600秒#r#cFF6600需要满怒"
2275	51703	恶贯满盈	3	3	0	1300	-1	-1	怒气需求(%)	6	100	0	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1527	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗所有怒气#r瞬间释放 #r状态 给自己绑上爆炸标记,标记存在时间内死后将会爆炸,对自身周围半径4米范围内最多6个敌人造成内功攻击加400点的伤害#r标记持续600秒#r#cFF6600需要满怒"	"消耗所有怒气#r瞬间释放 #r状态 给自己绑上爆炸标记,标记存在时间内死后将会爆炸,对自身周围半径4米范围内最多6个敌人造成内功攻击加400点的伤害#r标记持续600秒#r#cFF6600需要满怒"
2276	51704	恶贯满盈	4	4	0	1300	-1	-1	怒气需求(%)	6	100	0	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1528	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗所有怒气#r瞬间释放 #r状态 给自己绑上爆炸标记,标记存在时间内死后将会爆炸,对自身周围半径4米范围内最多6个敌人造成内功攻击加425点的伤害#r标记持续600秒#r#cFF6600需要满怒"	"消耗所有怒气#r瞬间释放 #r状态 给自己绑上爆炸标记,标记存在时间内死后将会爆炸,对自身周围半径4米范围内最多6个敌人造成内功攻击加425点的伤害#r标记持续600秒#r#cFF6600需要满怒"
2277	51705	恶贯满盈	5	5	0	1300	-1	-1	怒气需求(%)	6	100	0	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1529	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗所有怒气#r瞬间释放 #r状态 给自己绑上爆炸标记,标记存在时间内死后将会爆炸,对自身周围半径4米范围内最多6个敌人造成内功攻击加450点的伤害#r标记持续600秒#r#cFF6600需要满怒"	"消耗所有怒气#r瞬间释放 #r状态 给自己绑上爆炸标记,标记存在时间内死后将会爆炸,对自身周围半径4米范围内最多6个敌人造成内功攻击加450点的伤害#r标记持续600秒#r#cFF6600需要满怒"
2278	51706	恶贯满盈	6	6	0	1300	-1	-1	怒气需求(%)	6	100	0	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1530	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗所有怒气#r瞬间释放 #r状态 给自己绑上爆炸标记,标记存在时间内死后将会爆炸,对自身周围半径4米范围内最多6个敌人造成内功攻击加475点的伤害#r标记持续600秒#r#cFF6600需要满怒"	"消耗所有怒气#r瞬间释放 #r状态 给自己绑上爆炸标记,标记存在时间内死后将会爆炸,对自身周围半径4米范围内最多6个敌人造成内功攻击加475点的伤害#r标记持续600秒#r#cFF6600需要满怒"
2279	51707	恶贯满盈	7	7	0	1300	-1	-1	怒气需求(%)	6	100	0	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1531	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗所有怒气#r瞬间释放 #r状态 给自己绑上爆炸标记,标记存在时间内死后将会爆炸,对自身周围半径4米范围内最多6个敌人造成内功攻击加500点的伤害#r标记持续600秒#r#cFF6600需要满怒"	"消耗所有怒气#r瞬间释放 #r状态 给自己绑上爆炸标记,标记存在时间内死后将会爆炸,对自身周围半径4米范围内最多6个敌人造成内功攻击加500点的伤害#r标记持续600秒#r#cFF6600需要满怒"
2280	51708	恶贯满盈	8	8	0	1300	-1	-1	怒气需求(%)	6	100	0	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1532	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗所有怒气#r瞬间释放 #r状态 给自己绑上爆炸标记,标记存在时间内死后将会爆炸,对自身周围半径4米范围内最多6个敌人造成内功攻击加525点的伤害#r标记持续600秒#r#cFF6600需要满怒"	"消耗所有怒气#r瞬间释放 #r状态 给自己绑上爆炸标记,标记存在时间内死后将会爆炸,对自身周围半径4米范围内最多6个敌人造成内功攻击加525点的伤害#r标记持续600秒#r#cFF6600需要满怒"
2281	51709	恶贯满盈	9	9	0	1300	-1	-1	怒气需求(%)	6	100	0	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1533	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗所有怒气#r瞬间释放 #r状态 给自己绑上爆炸标记,标记存在时间内死后将会爆炸,对自身周围半径4米范围内最多6个敌人造成内功攻击加550点的伤害#r标记持续600秒#r#cFF6600需要满怒"	"消耗所有怒气#r瞬间释放 #r状态 给自己绑上爆炸标记,标记存在时间内死后将会爆炸,对自身周围半径4米范围内最多6个敌人造成内功攻击加550点的伤害#r标记持续600秒#r#cFF6600需要满怒"
2282	51710	恶贯满盈	10	10	0	1300	-1	-1	怒气需求(%)	6	100	0	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1534	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗所有怒气#r瞬间释放 #r状态 给自己绑上爆炸标记,标记存在时间内死后将会爆炸,对自身周围半径4米范围内最多6个敌人造成内功攻击加575点的伤害#r标记持续600秒#r#cFF6600需要满怒"	"消耗所有怒气#r瞬间释放 #r状态 给自己绑上爆炸标记,标记存在时间内死后将会爆炸,对自身周围半径4米范围内最多6个敌人造成内功攻击加575点的伤害#r标记持续600秒#r#cFF6600需要满怒"
2283	51711	恶贯满盈	11	11	0	1300	-1	-1	怒气需求(%)	6	100	0	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1535	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗所有怒气#r瞬间释放 #r状态 给自己绑上爆炸标记,标记存在时间内死后将会爆炸,对自身周围半径4米范围内最多6个敌人造成内功攻击加600点的伤害#r标记持续600秒#r#cFF6600需要满怒"	"消耗所有怒气#r瞬间释放 #r状态 给自己绑上爆炸标记,标记存在时间内死后将会爆炸,对自身周围半径4米范围内最多6个敌人造成内功攻击加600点的伤害#r标记持续600秒#r#cFF6600需要满怒"
2284	51712	恶贯满盈	12	12	0	1300	-1	-1	怒气需求(%)	6	100	0	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1536	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗所有怒气#r瞬间释放 #r状态 给自己绑上爆炸标记,标记存在时间内死后将会爆炸,对自身周围半径4米范围内最多6个敌人造成内功攻击加625点的伤害#r标记持续600秒#r#cFF6600需要满怒"	"消耗所有怒气#r瞬间释放 #r状态 给自己绑上爆炸标记,标记存在时间内死后将会爆炸,对自身周围半径4米范围内最多6个敌人造成内功攻击加625点的伤害#r标记持续600秒#r#cFF6600需要满怒"
#	#	#	1	1																																													
2441	60101	烟霭茫茫	1	1	0	1300	-1	-1	法力需求	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1601	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗气: 10点#r 有效距离:6~15米#r瞬间释放 连续发射 #r攻击单体 外功攻击加10点#r#cFF6600需要装备武器	消耗气: 10点#r 有效距离:6~15米#r瞬间释放 连续发射 #r攻击单体 外功攻击加10点#r#cFF6600需要装备武器
