INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING
1801	落木萧萧(加外攻)	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	20	魔法伤害域	0	冰系伤害域	0	火系伤害域	0	电系伤害域	0	毒系伤害域	0																					加外攻
1802	落木萧萧(加外攻)	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	38	魔法伤害域	0	冰系伤害域	0	火系伤害域	0	电系伤害域	0	毒系伤害域	0																					加外攻
1803	落木萧萧(加外攻)	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	58	魔法伤害域	0	冰系伤害域	0	火系伤害域	0	电系伤害域	0	毒系伤害域	0																					加外攻
1804	落木萧萧(加外攻)	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	76	魔法伤害域	0	冰系伤害域	0	火系伤害域	0	电系伤害域	0	毒系伤害域	0																					加外攻
1805	落木萧萧(加外攻)	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	95	魔法伤害域	0	冰系伤害域	0	火系伤害域	0	电系伤害域	0	毒系伤害域	0																					加外攻
1806	落木萧萧(加外攻)	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	113	魔法伤害域	0	冰系伤害域	0	火系伤害域	0	电系伤害域	0	毒系伤害域	0																					加外攻
1807	落木萧萧(加外攻)	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	133	魔法伤害域	0	冰系伤害域	0	火系伤害域	0	电系伤害域	0	毒系伤害域	0																					加外攻
1808	落木萧萧(加外攻)	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	151	魔法伤害域	0	冰系伤害域	0	火系伤害域	0	电系伤害域	0	毒系伤害域	0																					加外攻
1809	落木萧萧(加外攻)	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	171	魔法伤害域	0	冰系伤害域	0	火系伤害域	0	电系伤害域	0	毒系伤害域	0																					加外攻
1810	落木萧萧(加外攻)	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	189	魔法伤害域	0	冰系伤害域	0	火系伤害域	0	电系伤害域	0	毒系伤害域	0																					加外攻
1811	落木萧萧(加外攻)	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	209	魔法伤害域	0	冰系伤害域	0	火系伤害域	0	电系伤害域	0	毒系伤害域	0																					加外攻
1812	落木萧萧(加外攻)	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	227	魔法伤害域	0	冰系伤害域	0	火系伤害域	0	电系伤害域	0	毒系伤害域	0																					加外攻
1813	望梅止渴HPDOT4	10	StdImpact010	1	4	4	10	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	1825	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	韦陀杵HPDOT1
1814	望梅止渴HPDOT4	10	StdImpact010	1	4	4	20	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	1826	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	韦陀杵HPDOT1
1815	望梅止渴HPDOT4	10	StdImpact010	1	4	4	30	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	1827	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	韦陀杵HPDOT1
1816	望梅止渴HPDOT4	10	StdImpact010	1	4	4	40	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	1828	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	韦陀杵HPDOT1
1817	望梅止渴HPDOT4	10	StdImpact010	1	4	4	50	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	1829	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	韦陀杵HPDOT1
1818	望梅止渴HPDOT4	10	StdImpact010	1	4	4	60	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	1830	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	韦陀杵HPDOT1
1819	望梅止渴HPDOT4	10	StdImpact010	1	4	4	70	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	1831	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	韦陀杵HPDOT1
1820	望梅止渴HPDOT4	10	StdImpact010	1	4	4	80	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	1832	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	韦陀杵HPDOT1
1821	望梅止渴HPDOT4	10	StdImpact010	1	4	4	90	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	1833	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	韦陀杵HPDOT1
1822	望梅止渴HPDOT4	10	StdImpact010	1	4	4	100	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	1834	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	韦陀杵HPDOT1
1823	望梅止渴HPDOT4	10	StdImpact010	1	4	4	110	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	1835	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	韦陀杵HPDOT1
1824	望梅止渴HPDOT4	10	StdImpact010	1	4	4	120	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	1836	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	韦陀杵HPDOT1
1825	HPDOT4减血	1	STD_IMPACT_001	0	3	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	30																															HPDOT1减血
1826	HPDOT4减血	1	STD_IMPACT_001	0	3	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	40																															HPDOT1减血
1827	HPDOT4减血	1	STD_IMPACT_001	0	3	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	50																															HPDOT1减血
1828	HPDOT4减血	1	STD_IMPACT_001	0	3	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	60																															HPDOT1减血
1829	HPDOT4减血	1	STD_IMPACT_001	0	3	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	70																															HPDOT1减血
1830	HPDOT4减血	1	STD_IMPACT_001	0	3	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	80																															HPDOT1减血
1831	HPDOT4减血	1	STD_IMPACT_001	0	3	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	90																															HPDOT1减血
1832	HPDOT4减血	1	STD_IMPACT_001	0	3	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	100																															HPDOT1减血
1833	HPDOT4减血	1	STD_IMPACT_001	0	3	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	110																															HPDOT1减血
1834	HPDOT4减血	1	STD_IMPACT_001	0	3	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	120																															HPDOT1减血
1835	HPDOT4减血	1	STD_IMPACT_001	0	3	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	130																															HPDOT1减血
1836	HPDOT4减血	1	STD_IMPACT_001	0	3	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	140																															HPDOT1减血
1837	阳关三叠(昏迷)	14	STD_IMPACT_014	1	15	15	10	-1	0	1	0	0	0	1	0	0	0	1500	0	0	0	0	0	0	CanAction1标记	0	CanAction2标记	0	CanMove	0	Unbreakable	0	移动速度修正%	-1	隐身级别修正	0	反隐级别修正	0	变身ID	-1	骑乘ID	-1															
1838	阳关三叠(加外攻〕	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	16	魔法伤害域	0	冰系伤害域	-1	火系伤害域	0	电系伤害域	0	毒系伤害域	0																					加外攻
1839	阳关三叠(加外攻〕	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	30	魔法伤害域	0	冰系伤害域	-1	火系伤害域	0	电系伤害域	0	毒系伤害域	0																					加外攻
1840	阳关三叠(加外攻〕	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	46	魔法伤害域	0	冰系伤害域	-1	火系伤害域	0	电系伤害域	0	毒系伤害域	0																					加外攻
1841	阳关三叠(加外攻〕	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	61	魔法伤害域	0	冰系伤害域	-1	火系伤害域	0	电系伤害域	0	毒系伤害域	0																					加外攻
1842	阳关三叠(加外攻〕	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	76	魔法伤害域	0	冰系伤害域	-1	火系伤害域	0	电系伤害域	0	毒系伤害域	0																					加外攻
1843	阳关三叠(加外攻〕	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	90	魔法伤害域	0	冰系伤害域	-1	火系伤害域	0	电系伤害域	0	毒系伤害域	0																					加外攻
1844	阳关三叠(加外攻〕	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	106	魔法伤害域	0	冰系伤害域	-1	火系伤害域	0	电系伤害域	0	毒系伤害域	0																					加外攻
1845	阳关三叠(加外攻〕	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	121	魔法伤害域	0	冰系伤害域	-1	火系伤害域	0	电系伤害域	0	毒系伤害域	0																					加外攻
1846	阳关三叠(加外攻〕	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	137	魔法伤害域	0	冰系伤害域	-1	火系伤害域	0	电系伤害域	0	毒系伤害域	0																					加外攻
1847	阳关三叠(加外攻〕	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	151	魔法伤害域	0	冰系伤害域	-1	火系伤害域	0	电系伤害域	0	毒系伤害域	0																					加外攻
1848	阳关三叠(加外攻〕	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	167	魔法伤害域	0	冰系伤害域	-1	火系伤害域	0	电系伤害域	0	毒系伤害域	0																					加外攻
1849	阳关三叠(加外攻〕	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	182	魔法伤害域	0	冰系伤害域	-1	火系伤害域	0	电系伤害域	0	毒系伤害域	0																					加外攻
1850	阳奉阴为(隐身)	14	STD_IMPACT_014	1	148	99	10	1	0	0	1	0	0	1	1	0	0	-1	0	0	0	0	0	0	CanAction1标记	1	CanAction2标记	1	CanMove	1	Unbreakable	0	移动速度修正%	-50	隐身级别修正	10	反隐级别修正	0	变身ID	-1	骑乘ID	-1															
1851	阳奉阴为(隐身)	14	STD_IMPACT_014	1	148	99	20	1	0	0	1	0	0	1	1	0	0	-1	0	0	0	0	0	0	CanAction1标记	1	CanAction2标记	1	CanMove	1	Unbreakable	0	移动速度修正%	-50	隐身级别修正	20	反隐级别修正	0	变身ID	-1	骑乘ID	-1															
1852	阳奉阴为(隐身)	14	STD_IMPACT_014	1	148	99	30	1	0	0	1	0	0	1	1	0	0	-1	0	0	0	0	0	0	CanAction1标记	1	CanAction2标记	1	CanMove	1	Unbreakable	0	移动速度修正%	-50	隐身级别修正	30	反隐级别修正	0	变身ID	-1	骑乘ID	-1															
1853	阳奉阴为(隐身)	14	STD_IMPACT_014	1	148	99	40	1	0	0	1	0	0	1	1	0	0	-1	0	0	0	0	0	0	CanAction1标记	1	CanAction2标记	1	CanMove	1	Unbreakable	0	移动速度修正%	-50	隐身级别修正	40	反隐级别修正	0	变身ID	-1	骑乘ID	-1															
1854	阳奉阴为(隐身)	14	STD_IMPACT_014	1	148	99	50	1	0	0	1	0	0	1	1	0	0	-1	0	0	0	0	0	0	CanAction1标记	1	CanAction2标记	1	CanMove	1	Unbreakable	0	移动速度修正%	-50	隐身级别修正	50	反隐级别修正	0	变身ID	-1	骑乘ID	-1															
1855	阳奉阴为(隐身)	14	STD_IMPACT_014	1	148	99	60	1	0	0	1	0	0	1	1	0	0	-1	0	0	0	0	0	0	CanAction1标记	1	CanAction2标记	1	CanMove	1	Unbreakable	0	移动速度修正%	-50	隐身级别修正	60	反隐级别修正	0	变身ID	-1	骑乘ID	-1															
1856	阳奉阴为(隐身)	14	STD_IMPACT_014	1	148	99	70	1	0	0	1	0	0	1	1	0	0	-1	0	0	0	0	0	0	CanAction1标记	1	CanAction2标记	1	CanMove	1	Unbreakable	0	移动速度修正%	-50	隐身级别修正	70	反隐级别修正	0	变身ID	-1	骑乘ID	-1															
1857	阳奉阴为(隐身)	14	STD_IMPACT_014	1	148	99	80	1	0	0	1	0	0	1	1	0	0	-1	0	0	0	0	0	0	CanAction1标记	1	CanAction2标记	1	CanMove	1	Unbreakable	0	移动速度修正%	-50	隐身级别修正	80	反隐级别修正	0	变身ID	-1	骑乘ID	-1															
1858	阳奉阴为(隐身)	14	STD_IMPACT_014	1	148	99	90	1	0	0	1	0	0	1	1	0	0	-1	0	0	0	0	0	0	CanAction1标记	1	CanAction2标记	1	CanMove	1	Unbreakable	0	移动速度修正%	-50	隐身级别修正	90	反隐级别修正	0	变身ID	-1	骑乘ID	-1															
1859	阳奉阴为(隐身)	14	STD_IMPACT_014	1	148	99	100	1	0	0	1	0	0	1	1	0	0	-1	0	0	0	0	0	0	CanAction1标记	1	CanAction2标记	1	CanMove	1	Unbreakable	0	移动速度修正%	-50	隐身级别修正	100	反隐级别修正	0	变身ID	-1	骑乘ID	-1															
1860	阳奉阴为(隐身)	14	STD_IMPACT_014	1	148	99	110	1	0	0	1	0	0	1	1	0	0	-1	0	0	0	0	0	0	CanAction1标记	1	CanAction2标记	1	CanMove	1	Unbreakable	0	移动速度修正%	-50	隐身级别修正	110	反隐级别修正	0	变身ID	-1	骑乘ID	-1															
1861	阳奉阴为(隐身)	14	STD_IMPACT_014	1	148	99	120	1	0	0	1	0	0	1	1	0	0	-1	0	0	0	0	0	0	CanAction1标记	1	CanAction2标记	1	CanMove	1	Unbreakable	0	移动速度修正%	-50	隐身级别修正	120	反隐级别修正	0	变身ID	-1	骑乘ID	-1															
1862	阳歌天钧(僵硬)	14	STD_IMPACT_014	1	23	23	10	-1	0	1	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	CanAction1标记	-1	CanAction2标记	-1	CanMove	1	Unbreakable	-1	移动速度修正%	-50	隐身级别修正	0	反隐级别修正	0	变身ID	-1	骑乘ID	-1															
1863	阳歌天钧(僵硬)	14	STD_IMPACT_014	1	23	23	20	-1	0	1	0	0	0	0	0	0	0	5500	0	0	0	0	0	0	CanAction1标记	-1	CanAction2标记	-1	CanMove	1	Unbreakable	-1	移动速度修正%	-50	隐身级别修正	0	反隐级别修正	0	变身ID	-1	骑乘ID	-1															
1864	阳歌天钧(僵硬)	14	STD_IMPACT_014	1	23	23	30	-1	0	1	0	0	0	0	0	0	0	6000	0	0	0	0	0	0	CanAction1标记	-1	CanAction2标记	-1	CanMove	1	Unbreakable	-1	移动速度修正%	-50	隐身级别修正	0	反隐级别修正	0	变身ID	-1	骑乘ID	-1															
1865	阳歌天钧(僵硬)	14	STD_IMPACT_014	1	23	23	40	-1	0	1	0	0	0	0	0	0	0	6500	0	0	0	0	0	0	CanAction1标记	-1	CanAction2标记	-1	CanMove	1	Unbreakable	-1	移动速度修正%	-50	隐身级别修正	0	反隐级别修正	0	变身ID	-1	骑乘ID	-1															
1866	阳歌天钧(僵硬)	14	STD_IMPACT_014	1	23	23	50	-1	0	1	0	0	0	0	0	0	0	7000	0	0	0	0	0	0	CanAction1标记	-1	CanAction2标记	-1	CanMove	1	Unbreakable	-1	移动速度修正%	-50	隐身级别修正	0	反隐级别修正	0	变身ID	-1	骑乘ID	-1															
1867	阳歌天钧(僵硬)	14	STD_IMPACT_014	1	23	23	60	-1	0	1	0	0	0	0	0	0	0	7500	0	0	0	0	0	0	CanAction1标记	-1	CanAction2标记	-1	CanMove	1	Unbreakable	-1	移动速度修正%	-50	隐身级别修正	0	反隐级别修正	0	变身ID	-1	骑乘ID	-1															
1868	阳歌天钧(僵硬)	14	STD_IMPACT_014	1	23	23	70	-1	0	1	0	0	0	0	0	0	0	8000	0	0	0	0	0	0	CanAction1标记	-1	CanAction2标记	-1	CanMove	1	Unbreakable	-1	移动速度修正%	-50	隐身级别修正	0	反隐级别修正	0	变身ID	-1	骑乘ID	-1															
1869	阳歌天钧(僵硬)	14	STD_IMPACT_014	1	23	23	80	-1	0	1	0	0	0	0	0	0	0	8500	0	0	0	0	0	0	CanAction1标记	-1	CanAction2标记	-1	CanMove	1	Unbreakable	-1	移动速度修正%	-50	隐身级别修正	0	反隐级别修正	0	变身ID	-1	骑乘ID	-1															
1870	阳歌天钧(僵硬)	14	STD_IMPACT_014	1	23	23	90	-1	0	1	0	0	0	0	0	0	0	9000	0	0	0	0	0	0	CanAction1标记	-1	CanAction2标记	-1	CanMove	1	Unbreakable	-1	移动速度修正%	-50	隐身级别修正	0	反隐级别修正	0	变身ID	-1	骑乘ID	-1															
1871	阳歌天钧(僵硬)	14	STD_IMPACT_014	1	23	23	100	-1	0	1	0	0	0	0	0	0	0	9500	0	0	0	0	0	0	CanAction1标记	-1	CanAction2标记	-1	CanMove	1	Unbreakable	-1	移动速度修正%	-50	隐身级别修正	0	反隐级别修正	0	变身ID	-1	骑乘ID	-1															
1872	阳歌天钧(僵硬)	14	STD_IMPACT_014	1	23	23	110	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	CanAction1标记	-1	CanAction2标记	-1	CanMove	1	Unbreakable	-1	移动速度修正%	-50	隐身级别修正	0	反隐级别修正	0	变身ID	-1	骑乘ID	-1															
1873	阳歌天钧(僵硬)	14	STD_IMPACT_014	1	23	23	120	-1	0	1	0	0	0	0	0	0	0	10500	0	0	0	0	0	0	CanAction1标记	-1	CanAction2标记	-1	CanMove	1	Unbreakable	-1	移动速度修正%	-50	隐身级别修正	0	反隐级别修正	0	变身ID	-1	骑乘ID	-1															
1874	阳春白雪(打怒)	5	STD_IMPACT_005	0	8	-1	120	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改百分率	0	|MP修改百分率|	0	Rage修改百分率	-100	|StrikePoint修改百分率|无	0																									
1875	唇亡齿寒(加强分身)	12	STD_IMPACT_012	1	150	150	10	1	0	0	1	0	0	0	0	0	0	20000	0	0	0	0	0	0	物理攻击修正率	20	|物理防御修正率|	20	魔法攻击修正率	20	|魔法防御修正率|	20	冰系攻击修正率	20	|冰系抗性修正率|	20	火系攻击修正率	20	|火系抗性修正率|	20	电系攻击修正率|	20	电系抗性修正率|	20	毒系攻击修正率	20	|毒系抗性修正率|	20	MAX_HP修正率|	20	MAX_MP修正率	20	|MAX_RAGE修正率|	20	MAX_STRIKE_POINT修正率	20	
1876	唇亡齿寒(加强分身)	12	STD_IMPACT_012	1	150	150	20	1	0	0	1	0	0	0	0	0	0	20000	0	0	0	0	0	0	物理攻击修正率	22	|物理防御修正率|	22	魔法攻击修正率	22	|魔法防御修正率|	22	冰系攻击修正率	22	|冰系抗性修正率|	22	火系攻击修正率	22	|火系抗性修正率|	22	电系攻击修正率|	22	电系抗性修正率|	22	毒系攻击修正率	22	|毒系抗性修正率|	22	MAX_HP修正率|	22	MAX_MP修正率	22	|MAX_RAGE修正率|	22	MAX_STRIKE_POINT修正率	22	
